condition,seed,update,mean_reward,acceptable_rate,mean_violation,mean_actions,terminal_loss,policy_loss,action_loss
endpoint,0,1,0.2840265929698944,0.5,0.14347341991090581,7.25,0.21118788421154022,-5.358612537384033,0.0
endpoint,0,2,0.6968724131584167,0.75,0.013127613067626952,4.0,0.21144269406795502,-5.203276634216309,0.0
endpoint,0,3,0.2576029300689697,0.5,0.1748970781043307,6.75,0.21181073784828186,-6.575830936431885,0.0
endpoint,0,4,0.6781195402145386,0.75,0.016880458811323162,5.5,0.21250325441360474,-3.9952521324157715,0.0
endpoint,0,5,0.6253392696380615,0.75,0.07216074185818082,5.25,0.21358494460582733,-5.032321453094482,0.0
endpoint,0,6,0.6018320918083191,0.75,0.10566791448656537,4.25,0.213675394654274,-6.5533552169799805,0.0
endpoint,0,7,0.5648969411849976,0.75,0.1451030941996611,4.0,0.2136668711900711,-7.676505088806152,0.0
endpoint,0,8,0.6049224138259888,0.75,0.09757756163601014,4.75,0.21356669068336487,-5.770796775817871,0.0
endpoint,0,9,0.6110363602638245,0.75,0.09896365552811964,4.0,0.2139763981103897,-6.088703155517578,0.0
endpoint,0,10,0.6525947451591492,0.75,0.042405300306786575,5.5,0.21488481760025024,-3.913524627685547,0.0
endpoint,0,11,0.2093193680047989,0.5,0.21318063219157313,7.75,0.21520379185676575,-4.766761302947998,0.0
endpoint,0,12,0.364845335483551,0.5,0.07765468426238162,5.75,0.2157195806503296,-6.760095119476318,0.0
endpoint,0,13,0.9700000286102295,1.0,0.0,3.0,0.2177480161190033,-0.034081339836120605,0.0
endpoint,0,14,0.07586311548948288,0.25,0.07413687816467046,10.0,0.21979749202728271,-0.49081897735595703,0.0
endpoint,0,15,0.326055109500885,0.5,0.10644490021773112,6.75,0.22156935930252075,-5.972412109375,0.0
endpoint,0,16,0.10272087156772614,0.25,0.04727911949157715,10.0,0.22097796201705933,-1.1303441524505615,0.0
endpoint,0,17,0.9750000238418579,1.0,0.0,2.5,0.21835191547870636,-0.021325912326574326,0.0
endpoint,0,18,0.7004619240760803,0.75,0.009538097306529103,4.0,0.21618126332759857,-3.7434840202331543,0.0
endpoint,0,19,-0.01204662024974823,0.25,0.16454662827797076,9.75,0.216290682554245,0.4803464412689209,0.0
endpoint,0,20,-0.0018913447856903076,0.25,0.16189134878452452,9.0,0.21776168048381805,-2.939589738845825,0.0
endpoint,0,21,0.3398115634918213,0.5,0.07018840544367094,9.0,0.21863025426864624,-0.5534780025482178,0.0
endpoint,0,22,0.6132670044898987,0.75,0.08423301527546123,5.25,0.21884338557720184,-4.624268531799316,0.0
endpoint,0,23,0.07754384726285934,0.25,0.08245614968690024,9.0,0.21888403594493866,-2.0654213428497314,0.0
endpoint,0,24,0.6506290435791016,0.75,0.0468709135215536,5.25,0.21829672157764435,-4.406858444213867,0.0
endpoint,0,25,0.38753587007522583,0.5,0.054964154244069606,5.75,0.21794967353343964,-5.285741806030273,0.0
endpoint,0,26,0.5874953269958496,0.75,0.0975047040124187,6.5,0.21749551594257355,-3.2585835456848145,0.0
endpoint,0,27,0.693671703338623,0.75,0.0038283260544708653,5.25,0.2167513519525528,-3.419332981109619,0.0
endpoint,0,28,0.5744322538375854,0.75,0.1280677962797301,4.75,0.21569788455963135,-5.19354248046875,0.0
endpoint,0,29,0.2670166492462158,0.5,0.15548336934159518,7.75,0.21427759528160095,-4.30039644241333,0.0
endpoint,0,30,0.42479023337364197,0.5,0.007709786427115584,6.75,0.21396151185035706,-3.9354915618896484,0.0
endpoint,0,31,0.01729106903076172,0.25,0.1527089309010562,8.0,0.2140832543373108,-4.961379051208496,0.0
endpoint,0,32,0.6210007667541504,0.75,0.08149923131322734,4.75,0.2139519602060318,-5.59000825881958,0.0
endpoint,0,33,0.3945873975753784,0.5,0.020412600616947996,8.5,0.21423964202404022,-0.9699652194976807,0.0
endpoint,0,34,0.6007348895072937,0.75,0.09926513461860553,5.0,0.21445654332637787,-4.396745681762695,0.0
endpoint,0,35,0.9650000333786011,1.0,0.0,3.5,0.21422559022903442,-0.056124236434698105,0.0
endpoint,0,36,0.05689765512943268,0.25,0.11310234407032807,8.0,0.21364575624465942,-3.3187978267669678,0.0
endpoint,0,37,0.37952178716659546,0.5,0.060478214529221176,6.0,0.21343277394771576,-5.142816543579102,0.0
endpoint,0,38,0.6588141322135925,0.75,0.038685889818860494,5.25,0.21352814137935638,-2.9859619140625,0.0
endpoint,0,39,0.32578450441360474,0.5,0.09421547889500187,8.0,0.21418718993663788,-4.688572406768799,0.0
endpoint,0,40,0.5549361109733582,0.75,0.14006393466886935,5.5,0.21502116322517395,-3.3461482524871826,0.0
endpoint,0,41,0.9600000381469727,1.0,0.0,4.0,0.2150973081588745,-0.07781331241130829,0.0
endpoint,0,42,0.9600000381469727,1.0,0.0,4.0,0.21434126794338226,-0.1530143916606903,0.0
endpoint,0,43,0.9600000381469727,1.0,0.0,4.0,0.21312056481838226,-0.15685059130191803,0.0
endpoint,0,44,0.6595882177352905,0.75,0.022911797491852928,6.75,0.21211126446723938,-1.1632834672927856,0.0
endpoint,0,45,0.3325982391834259,0.5,0.09990177298002435,6.75,0.2120312601327896,-5.104701042175293,0.0
endpoint,0,46,0.3438342213630676,0.5,0.09116578130062838,6.5,0.21271605789661407,-3.4318296909332275,0.0
endpoint,0,47,0.38971924781799316,0.5,0.05028074969437405,6.0,0.21192695200443268,-4.715963363647461,0.0
endpoint,0,48,0.27318111062049866,0.5,0.166818895160314,6.0,0.21051736176013947,-4.261475086212158,0.0
endpoint,0,49,0.024337396025657654,0.25,0.1456626196454881,8.0,0.2101508527994156,-3.109917163848877,0.0
endpoint,0,50,0.3373628854751587,0.5,0.09263709302496481,7.0,0.2115829437971115,-3.8020224571228027,0.0
endpoint,0,51,0.6613507866859436,0.75,0.0361492338110897,5.25,0.21373890340328217,-2.8977627754211426,0.0
endpoint,0,52,0.6663579940795898,0.75,0.033642029762268065,5.0,0.21406260132789612,-2.0095856189727783,0.0
endpoint,0,53,0.6678159832954407,0.75,0.007184010256523543,7.5,0.21339789032936096,-3.411885976791382,0.0
endpoint,0,54,0.6822059750556946,0.75,0.010294048951482792,5.75,0.2106589376926422,-1.7153432369232178,0.0
endpoint,0,55,0.5901371240615845,0.75,0.09736288958661998,6.25,0.20926333963871002,-3.266103982925415,0.0
endpoint,0,56,0.9725000262260437,1.0,0.0,2.75,0.2112705111503601,-0.02686871588230133,0.0
endpoint,0,57,0.9750000238418579,1.0,0.0,2.5,0.2142401486635208,-0.027430465444922447,0.0
endpoint,0,58,0.9800000190734863,1.0,0.0,2.0,0.21517722308635712,0.0,0.0
endpoint,0,59,0.6836071014404297,0.75,0.011392908452496964,5.5,0.2136632651090622,-4.830239772796631,0.0
endpoint,0,60,0.3609277307987213,0.5,0.07907227673533489,6.0,0.21225003898143768,-5.096381187438965,0.0
trajectory,0,1,0.6432377099990845,0.75,0.046762282713771475,6.0,0.19752760231494904,-2.182610034942627,1.5121089220046997
trajectory,0,2,0.9700000286102295,1.0,0.0,3.0,0.20259246230125427,-0.07947172969579697,1.602474570274353
trajectory,0,3,0.3769611716270447,0.5,0.058038839873145606,6.5,0.20921848714351654,-2.4427554607391357,1.7776726484298706
trajectory,0,4,0.6454982757568359,0.75,0.059501699666139884,4.5,0.2150438129901886,-1.6508232355117798,1.9267135858535767
trajectory,0,5,0.6528735160827637,0.75,0.039626529346164896,5.75,0.22177517414093018,-0.13350439071655273,2.2543656826019287
trajectory,0,6,0.3101593554019928,0.5,0.12984065351713578,6.0,0.22428371012210846,-1.0991145372390747,2.612304210662842
trajectory,0,7,0.6390925049781799,0.75,0.06590748332117018,4.5,0.21386630833148956,-1.7547354698181152,2.6399240493774414
trajectory,0,8,0.32823824882507324,0.5,0.10926176515433822,6.25,0.21139006316661835,-3.3698043823242188,2.7609782218933105
trajectory,0,9,0.7067379951477051,0.75,0.000762033462524414,4.25,0.2164648026227951,-1.9249298572540283,2.9727487564086914
trajectory,0,10,0.6925977468490601,0.75,0.01240225890103508,4.5,0.2177664041519165,-1.044378399848938,2.96553897857666
trajectory,0,11,0.29805588722229004,0.5,0.1344441379963513,6.75,0.22321049869060516,-1.860670566558838,2.835707187652588
trajectory,0,12,0.3428901731967926,0.5,0.0946098420623919,6.25,0.22760339081287384,-2.521280288696289,2.7711338996887207
trajectory,0,13,0.9524999856948853,1.0,0.0,4.75,0.23561446368694305,-0.08536063134670258,2.698897123336792
trajectory,0,14,0.018165186047554016,0.25,0.1368348195177415,9.5,0.23830518126487732,-0.48775094747543335,2.6798036098480225
trajectory,0,15,0.38057857751846313,0.5,0.051921423029804334,6.75,0.24320124089717865,-0.045790672302246094,2.685741424560547
trajectory,0,16,0.6547194719314575,0.75,0.015280556678771973,8.0,0.2444613128900528,-2.464345932006836,2.7339508533477783
trajectory,0,17,0.6649317145347595,0.75,0.04506831169128418,4.0,0.24460485577583313,-2.6117703914642334,2.8661611080169678
trajectory,0,18,0.9700000286102295,1.0,0.0,3.0,0.24383243918418884,-0.006094673648476601,2.947399377822876
trajectory,0,19,0.02001349627971649,0.25,0.13998650049568143,9.0,0.24161377549171448,-0.8932698965072632,3.0119717121124268
trajectory,0,20,0.0073561519384384155,0.25,0.14514386139601204,9.75,0.2364039123058319,-0.9982855319976807,3.002047538757324
trajectory,0,21,-0.06568214297294617,0.25,0.2206821513142389,9.5,0.23160527646541595,1.6632723808288574,3.0386669635772705
trajectory,0,22,0.29211288690567017,0.5,0.12788712745707673,8.0,0.22649766504764557,-0.4710131883621216,2.988913059234619
trajectory,0,23,0.023172631859779358,0.25,0.12682735495045694,10.0,0.22347760200500488,-1.5074676275253296,2.865859031677246
trajectory,0,24,0.3474998474121094,0.5,0.07250015166576455,8.0,0.22107087075710297,-2.834743022918701,2.8103182315826416
trajectory,0,25,0.3737826943397522,0.5,0.06621730397729311,6.0,0.21911655366420746,-2.3892369270324707,2.8510186672210693
trajectory,0,26,0.36285609006881714,0.5,0.0696439098893391,6.75,0.2168933004140854,0.10451817512512207,2.952488899230957
trajectory,0,27,0.6635195016860962,0.75,0.036480498313903806,5.0,0.21684947609901428,-0.6860947608947754,3.02256441116333
trajectory,0,28,0.3020020127296448,0.5,0.1229979739583947,7.5,0.2179926186800003,0.4817586839199066,3.0853424072265625
trajectory,0,29,0.5909759998321533,0.75,0.0990239931224684,6.0,0.22002387046813965,-0.11997483670711517,3.145833969116211
trajectory,0,30,0.6553819179534912,0.75,0.049618077278137204,4.5,0.22383107244968414,-0.4161940813064575,3.208228349685669
trajectory,0,31,0.05378091335296631,0.25,0.11621908748467129,8.0,0.22524568438529968,-1.5680878162384033,3.283515691757202
trajectory,0,32,0.3796479105949402,0.5,0.04785210279820362,7.25,0.2244422733783722,-1.4451284408569336,3.4127860069274902
trajectory,0,33,-0.18605276942253113,0.25,0.3535527807525399,8.25,0.22418324649333954,-2.2319259643554688,3.620760440826416
trajectory,0,34,0.6895239949226379,0.75,0.017976022617733733,4.25,0.2197173535823822,-0.007732823491096497,3.7225911617279053
trajectory,0,35,0.6714510917663574,0.75,0.023548910862958072,5.5,0.21658357977867126,-0.29720205068588257,3.763338088989258
trajectory,0,36,0.043570905923843384,0.25,0.12642909018127882,8.0,0.21570971608161926,-0.9202958345413208,3.7643935680389404
trajectory,0,37,0.3650907576084137,0.5,0.07490924580491845,6.0,0.21654507517814636,0.008813142776489258,3.746037721633911
trajectory,0,38,0.37472593784332275,0.5,0.047774089772281474,7.75,0.2173922210931778,-0.3308297395706177,3.7124550342559814
trajectory,0,39,0.33903104066848755,0.5,0.093468940090782,6.75,0.22196070849895477,-1.375359058380127,3.6262400150299072
trajectory,0,40,0.310940682888031,0.5,0.12155933119959027,6.75,0.2295984923839569,-1.9094806909561157,3.5252559185028076
trajectory,0,41,0.6977904438972473,0.75,0.007209595511941343,4.5,0.2397826910018921,0.02524590492248535,3.4216179847717285
trajectory,0,42,0.6977708339691162,0.75,0.004729200811947087,4.75,0.2461954802274704,-0.394304096698761,3.3871991634368896
trajectory,0,43,0.39556795358657837,0.5,0.03943205587526624,6.5,0.25090643763542175,-1.4734795093536377,3.4140913486480713
trajectory,0,44,0.5921614170074463,0.75,0.1003386078178119,5.75,0.24995701014995575,-1.9291017055511475,3.4699416160583496
trajectory,0,45,0.3548557758331299,0.5,0.07514424675028791,7.0,0.2516748905181885,-0.8813833594322205,3.576543092727661
trajectory,0,46,0.11334721744060516,0.25,0.05665278896040728,8.0,0.25156643986701965,-1.18358314037323,3.7669363021850586
