condition,seed,update,mean_reward,acceptable_rate,mean_violation,mean_actions,terminal_loss,policy_loss,action_loss
trajectory,0,47,0.28582561016082764,0.5,0.15417438808186693,6.0,0.2495957463979721,-1.3242442607879639,3.9840636253356934
trajectory,0,48,0.1677291989326477,0.5,0.2722708181465018,6.0,0.2474605292081833,-1.866598129272461,4.260580539703369
trajectory,0,49,0.07430033385753632,0.25,0.0956996763924654,8.0,0.24437499046325684,-0.7758522629737854,4.475797176361084
trajectory,0,50,-0.02352409064769745,0.5,0.4385240998500032,8.5,0.24096474051475525,-1.993665337562561,4.62380838394165
trajectory,0,51,0.25413018465042114,0.5,0.17586980477117276,7.0,0.23676082491874695,-2.897082805633545,4.686973571777344
trajectory,0,52,0.9375,1.0,0.0,6.25,0.23314395546913147,-0.0002583446621429175,4.723580360412598
trajectory,0,53,0.08884309232234955,0.25,0.06365692549416282,9.75,0.22977548837661743,-0.43494319915771484,4.707120418548584
trajectory,0,54,0.6092773675918579,0.75,0.08072263278895914,6.0,0.22671949863433838,-1.6949564218521118,4.660938262939453
trajectory,0,55,0.5456141233444214,0.75,0.12438588027029919,8.0,0.22410601377487183,0.005733698606491089,4.674309253692627
trajectory,0,56,0.95250004529953,1.0,0.0,4.75,0.2214091569185257,-0.0008009675657376647,4.732320785522461
trajectory,0,57,0.6315686702728271,0.75,0.07843138453021609,4.0,0.21912378072738647,-0.6845231652259827,4.76009464263916
trajectory,0,58,0.9775000214576721,1.0,0.0,2.25,0.21750804781913757,2.0001214579679072e-05,4.753666400909424
trajectory,0,59,0.679122805595398,0.75,0.020877236456427778,5.0,0.21661145985126495,-1.599492073059082,4.731829643249512
trajectory,0,60,0.23246076703071594,0.5,0.2075392459829123,6.0,0.2163008749485016,-1.1414923667907715,4.773671627044678
endpoint,1,1,0.2695602774620056,0.5,0.1604397554241883,7.0,0.21321742236614227,-5.432350158691406,0.0
endpoint,1,2,0.9700000286102295,1.0,0.0,3.0,0.21485434472560883,-0.16373102366924286,0.0
endpoint,1,3,-0.13088321685791016,0.25,0.2808831923476008,10.0,0.21661071479320526,-0.29625797271728516,0.0
endpoint,1,4,0.3824569284915924,0.5,0.04254307937727565,7.5,0.21693553030490875,-4.153556823730469,0.0
endpoint,1,5,0.47277122735977173,0.75,0.21722877081755815,6.0,0.2152654528617859,-5.78408145904541,0.0
endpoint,1,6,0.5226650238037109,0.75,0.1573349662935914,7.0,0.2153831124305725,-4.655808448791504,0.0
endpoint,1,7,0.16568425297737122,0.5,0.2543157254031415,8.0,0.21731778979301453,-5.113133907318115,0.0
endpoint,1,8,0.3553381562232971,0.5,0.06716185349207385,7.75,0.21915067732334137,-2.808654546737671,0.0
endpoint,1,9,0.3125106692314148,0.5,0.12498932280884295,6.25,0.21974334120750427,-6.717190742492676,0.0
endpoint,1,10,-0.039184436202049255,0.25,0.20918443787826307,8.0,0.21903246641159058,-4.967212677001953,0.0
endpoint,1,11,0.5150291919708252,0.75,0.18247079022801183,5.25,0.2184923142194748,-5.829775810241699,0.0
endpoint,1,12,-0.0041298940777778625,0.25,0.17412990016183633,8.0,0.21839450299739838,-4.780604362487793,0.0
endpoint,1,13,0.47395777702331543,0.75,0.22604225738362227,5.0,0.21816721558570862,-6.5307817459106445,0.0
endpoint,1,14,0.9825000166893005,1.0,0.0,1.75,0.21698656678199768,-0.004732513800263405,0.0
endpoint,1,15,0.4133450388908386,0.5,0.024154960598910986,6.25,0.21618306636810303,-5.3360466957092285,0.0
endpoint,1,16,0.6553354263305664,0.75,0.024664571807513358,7.0,0.21609951555728912,-2.0315353870391846,0.0
endpoint,1,17,0.027270138263702393,0.25,0.1452298749327089,7.75,0.21740829944610596,-5.088590621948242,0.0
endpoint,1,18,0.6828131675720215,0.75,0.024686854242493516,4.25,0.21858364343643188,-3.85678768157959,0.0
endpoint,1,19,-0.3160379230976105,0.0,0.21603793255871181,10.0,0.21918627619743347,0.09318450093269348,0.0
endpoint,1,20,0.18463309109210968,0.5,0.25286692081821915,6.25,0.21892860531806946,-4.85284423828125,0.0
endpoint,1,21,0.36326950788497925,0.5,0.07673050291348657,6.0,0.21885792911052704,-6.354942321777344,0.0
endpoint,1,22,0.6332777142524719,0.75,0.051722289239349226,6.5,0.21855616569519043,-2.7429356575012207,0.0
endpoint,1,23,0.6875247359275818,0.75,0.02497526287096935,3.75,0.2182418555021286,-4.967893600463867,0.0
endpoint,1,24,0.47394219040870667,0.75,0.2210578288430648,5.5,0.21847467124462128,-4.883562088012695,0.0
endpoint,1,25,0.5291383266448975,0.75,0.17086170335147138,5.0,0.21966727077960968,-4.879849433898926,0.0
endpoint,1,26,0.30167311429977417,0.5,0.13332686678257077,6.5,0.2200908660888672,-4.8731584548950195,0.0
endpoint,1,27,0.5929282307624817,0.75,0.11957176050002002,3.75,0.21992692351341248,-7.523734092712402,0.0
endpoint,1,28,0.6235671043395996,0.75,0.05143295550740147,7.5,0.21943768858909607,-2.2129759788513184,0.0
endpoint,1,29,0.39188820123672485,0.5,0.045611788166484035,6.25,0.218829944729805,-6.581477165222168,0.0
endpoint,1,30,0.6994127631187439,0.75,0.000587264668122145,5.0,0.21831843256950378,-3.790178060531616,0.0
endpoint,1,31,-0.5277474522590637,0.0,0.42774746296745414,10.0,0.21743328869342804,0.4491398334503174,0.0
endpoint,1,32,0.36726880073547363,0.5,0.05773124152999155,7.5,0.21628016233444214,-4.272319316864014,0.0
endpoint,1,33,0.9675000309944153,1.0,0.0,3.25,0.2156190425157547,-0.048426494002342224,0.0
endpoint,1,34,-0.14660096168518066,0.25,0.3166009406117038,8.0,0.21538062393665314,-5.996113300323486,0.0
endpoint,1,35,0.3007437288761139,0.5,0.13925628352620367,6.0,0.21509894728660583,-5.222071647644043,0.0
endpoint,1,36,0.6276097297668457,0.75,0.05489031343375454,6.75,0.21500957012176514,-1.433370590209961,0.0
endpoint,1,37,0.628393292427063,0.75,0.06910676822184181,5.25,0.2146681249141693,-5.000299453735352,0.0
endpoint,1,38,0.31123074889183044,0.5,0.12876926008271,6.0,0.21456560492515564,-5.618871688842773,0.0
endpoint,1,39,0.3194218873977661,0.5,0.10057813983872323,8.0,0.2158467322587967,-2.8172125816345215,0.0
endpoint,1,40,0.6129887104034424,0.75,0.09201130593127943,4.5,0.2172001302242279,-5.573480606079102,0.0
endpoint,1,41,0.5629411935806274,0.75,0.11205878945728209,7.5,0.21780622005462646,-2.3443069458007812,0.0
endpoint,1,42,0.5317749977111816,0.75,0.18072503844525284,3.75,0.21830883622169495,-7.875011444091797,0.0
endpoint,1,43,0.6594370007514954,0.75,0.015563035011291504,7.5,0.21824371814727783,-2.812408208847046,0.0
endpoint,1,44,0.6569998860359192,0.75,0.020500121262398585,7.25,0.2174711674451828,-2.1223089694976807,0.0
endpoint,1,45,0.3952714800834656,0.5,0.04222853471437754,6.25,0.2161167860031128,-4.867077827453613,0.0
endpoint,1,46,0.9650000333786011,1.0,0.0,3.5,0.21467682719230652,-0.1934817135334015,0.0
endpoint,1,47,0.7000028491020203,0.75,0.009997145311838762,4.0,0.21386870741844177,-4.023477077484131,0.0
endpoint,1,48,-0.020218253135681152,0.5,0.45771827049137925,6.25,0.21364368498325348,-7.797689437866211,0.0
endpoint,1,49,0.6056782603263855,0.75,0.08182176183043555,6.25,0.21395151317119598,-2.2278175354003906,0.0
endpoint,1,50,0.9524999856948853,1.0,0.0,4.75,0.2144283801317215,-0.2985968291759491,0.0
endpoint,1,51,0.6829595565795898,0.75,0.027040444383401696,4.0,0.21474578976631165,-5.281810760498047,0.0
endpoint,1,52,0.309650182723999,0.5,0.10784982500564144,8.25,0.21451017260551453,-3.0814075469970703,0.0
endpoint,1,53,0.9650000333786011,1.0,0.0,3.5,0.2141612023115158,-0.1904299557209015,0.0
endpoint,1,54,0.20800594985485077,0.5,0.23199405658120076,6.0,0.21376191079616547,-8.081010818481445,0.0
endpoint,1,55,0.677929162979126,0.75,0.029570888570251565,4.25,0.2136298418045044,-5.568789482116699,0.0
endpoint,1,56,0.9600000381469727,1.0,0.0,4.0,0.21343323588371277,-0.19436344504356384,0.0
endpoint,1,57,0.9700000286102295,1.0,0.0,3.0,0.2136646956205368,-0.04761754348874092,0.0
endpoint,1,58,0.9624999761581421,1.0,0.0,3.75,0.21411842107772827,-0.08901862800121307,0.0
endpoint,1,59,0.6624578833580017,0.75,0.02004214261522258,6.75,0.21450786292552948,-3.6239564418792725,0.0
endpoint,1,60,0.9700000286102295,1.0,0.0,3.0,0.21503354609012604,-0.01658477447926998,0.0
trajectory,1,1,0.6889318823814392,0.75,0.013568132226098761,4.75,0.17177994549274445,-1.1290894746780396,1.3459683656692505
trajectory,1,2,0.9625000357627869,1.0,0.0,3.75,0.17672792077064514,-0.07956009358167648,1.470721960067749
trajectory,1,3,-0.02281607687473297,0.25,0.18531605570760495,8.75,0.18276339769363403,-1.5691502094268799,1.6992785930633545
trajectory,1,4,0.6472456455230713,0.75,0.022754351225427183,8.0,0.19614601135253906,-0.8663135766983032,2.1549365520477295
trajectory,1,5,0.6465762257575989,0.75,0.053423796200721796,5.0,0.19842636585235596,-3.26728892326355,2.3245131969451904
trajectory,1,6,0.42064154148101807,0.5,0.01435846967679137,6.5,0.19839105010032654,-1.803429365158081,2.475964307785034
trajectory,1,7,0.3515780568122864,0.5,0.07592197748194021,7.25,0.20529015362262726,-3.3096532821655273,2.5349106788635254
trajectory,1,8,0.16923825442790985,0.5,0.26326174348346987,6.75,0.21071895956993103,-1.9514802694320679,2.7424399852752686
trajectory,1,9,0.5991026163101196,0.75,0.09589743204227535,5.5,0.21090294420719147,-1.855483055114746,3.015169858932495
trajectory,1,10,0.016093045473098755,0.25,0.15390696037474666,8.0,0.20905567705631256,-2.7646260261535645,3.3034207820892334
trajectory,1,11,0.5657382607460022,0.75,0.1342617394610941,5.0,0.2120610624551773,-0.563129723072052,3.42614483833313
trajectory,1,12,0.03189438581466675,0.5,0.4056056220603871,6.25,0.2150517702102661,-3.887129783630371,3.5791118144989014
trajectory,1,13,0.677643895149231,0.75,0.014856126828603489,5.75,0.22266186773777008,-0.7776427865028381,3.9045941829681396
trajectory,1,14,0.9825000166893005,1.0,0.0,1.75,0.2217564433813095,0.0013451126869767904,4.29656982421875
trajectory,1,15,0.6697437167167664,0.75,0.025256297340220234,5.5,0.21824957430362701,-2.1673226356506348,4.665754318237305
trajectory,1,16,0.21589645743370056,0.5,0.2066035732782012,7.75,0.21239085495471954,0.607582688331604,4.947076797485352
trajectory,1,17,0.043537989258766174,0.25,0.12896201696160903,7.75,0.2047794759273529,-1.566049575805664,4.9774017333984375
trajectory,1,18,0.9375,1.0,0.0,6.25,0.19985342025756836,-0.023723602294921875,5.064615249633789
trajectory,1,19,-0.45392099022865295,0.0,0.3539209963301196,10.0,0.1984119862318039,0.022283583879470825,5.125091552734375
trajectory,1,20,0.15379902720451355,0.5,0.2912009853731854,5.5,0.1998697817325592,-1.7912187576293945,5.163954734802246
trajectory,1,21,0.35900282859802246,0.5,0.08349719422739507,5.75,0.20166563987731934,-0.622391402721405,5.259067058563232
trajectory,1,22,0.6093599796295166,0.75,0.09314002181192499,4.75,0.20371881127357483,-1.2979658842086792,5.325372695922852
trajectory,1,23,0.6842957735061646,0.75,0.033204222194971655,3.25,0.2076117843389511,-0.9262048602104187,5.387477397918701
trajectory,1,24,0.32467120885849,0.5,0.11782880154257813,5.75,0.20795856416225433,-1.1544294357299805,5.494416236877441
trajectory,1,25,0.6271291971206665,0.75,0.06287083458009254,6.0,0.2061534821987152,-0.6108687520027161,5.594089031219482
trajectory,1,26,0.10490134358406067,0.5,0.3350986762273431,6.0,0.20395874977111816,-3.677204132080078,5.656446933746338
trajectory,1,27,0.6837078332901001,0.75,0.033792198333382574,3.25,0.20090220868587494,-1.285765290260315,5.908944129943848
trajectory,1,28,0.35842165350914,0.5,0.05657834638023886,8.5,0.19941771030426025,-0.28502213954925537,6.143357753753662
trajectory,1,29,0.667110800743103,0.75,0.027889205301725995,5.5,0.19867022335529327,-0.3420688807964325,6.28207540512085
trajectory,1,30,0.025748610496520996,0.25,0.14425138963995804,8.0,0.19798484444618225,-1.342730164527893,6.256000518798828
trajectory,1,31,-0.27176550030708313,0.0,0.1717655228140651,10.0,0.19857914745807648,-0.1747637689113617,6.22920036315918
trajectory,1,32,0.3245237469673157,0.5,0.11797626988558152,5.75,0.19877375662326813,-3.0310616493225098,6.160359859466553
trajectory,1,33,0.9800000190734863,1.0,0.0,2.0,0.19952215254306793,-0.016274673864245415,6.061278343200684
trajectory,1,34,-0.028671935200691223,0.25,0.19867194192157017,8.0,0.1987730860710144,-1.2338184118270874,5.976206302642822
trajectory,1,35,0.3143939971923828,0.5,0.13060601324852908,5.5,0.19588615000247955,-0.6816613078117371,5.869082927703857
trajectory,1,36,0.3021480441093445,0.5,0.1428519406084396,5.5,0.19316302239894867,-2.4044992923736572,5.737476825714111
trajectory,1,37,0.6639454364776611,0.75,0.04105461678041311,4.5,0.18941350281238556,-0.04995420575141907,5.527487277984619
trajectory,1,38,0.6604906320571899,0.75,0.03950937131253207,5.0,0.18741971254348755,-2.2527003288269043,5.311286449432373
trajectory,1,39,0.31213682889938354,0.5,0.12286316070326916,6.5,0.18628323078155518,-3.4654245376586914,5.16874885559082
trajectory,1,40,0.6724368333816528,0.75,0.03506315120948167,4.25,0.18797723948955536,-0.8972645401954651,4.997165679931641
trajectory,1,41,0.21372482180595398,0.5,0.20627518123392277,8.0,0.1886141300201416,-1.4825718402862549,4.902595043182373
trajectory,1,42,0.558158814907074,0.75,0.14934120145648433,4.25,0.19036228954792023,-1.525960922241211,4.7848076820373535
trajectory,1,43,0.6501430869102478,0.75,0.0348569042921783,6.5,0.18755105137825012,-0.2269774079322815,4.716512203216553
trajectory,1,44,0.9299999475479126,1.0,0.0,7.0,0.18605466187000275,-0.037234753370285034,4.713454723358154
trajectory,1,45,0.38277286291122437,0.5,0.057227151510573226,6.0,0.18768930435180664,-1.0501805543899536,4.732555866241455
trajectory,1,46,0.9800000190734863,1.0,0.0,2.0,0.19134460389614105,-0.00981864333152771,4.774179935455322
trajectory,1,47,0.9700000286102295,1.0,0.0,3.0,0.1947592943906784,-0.04298027232289314,4.789620876312256
trajectory,1,48,0.22958676517009735,0.5,0.21291323836267367,5.75,0.19617301225662231,-2.4469118118286133,4.762993812561035
trajectory,1,49,0.5399062633514404,0.75,0.1525937910848289,5.75,0.19021879136562347,-2.6377058029174805,4.447243690490723
trajectory,1,50,0.6310312151908875,0.75,0.07646878893432757,4.25,0.18624000251293182,-2.1976726055145264,4.106894493103027
trajectory,1,51,0.6764504909515381,0.75,0.03854953692825125,3.5,0.1852555125951767,-1.8382939100265503,3.791261672973633
trajectory,1,52,0.30560511350631714,0.5,0.1093948799426519,8.5,0.18883442878723145,-1.0515551567077637,3.5395121574401855
trajectory,1,53,0.9800000190734863,1.0,0.0,2.0,0.19380402565002441,-0.01244103629142046,3.437272548675537
trajectory,1,54,0.31634950637817383,0.5,0.126150511039881,5.75,0.1986774355173111,-2.5730297565460205,3.3990416526794434
trajectory,1,55,0.9700000286102295,1.0,0.0,3.0,0.19806185364723206,-0.10532987117767334,3.41434383392334
