training_seed,condition,case_id,case_seed,difficulty,acceptable,violation_score,high_level_actions,action_sequence,stopping_reason,target_d95_initial,target_d95_final,target_d02_initial,target_d02_final,oar_0_mean_initial,oar_0_mean_final,oar_1_mean_initial,oar_1_mean_final,oar_2_mean_initial,oar_2_mean_final,final_beam_angles_degrees,final_target_priority,final_hotspot_priority,final_oar_priorities
5,trajectory,prostate3d-100018,100018,moderate,True,0.0,3,add_beam_7|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.3832892179489136,0.9333699345588684,1.6476411819458008,1.2338637113571167,0.30686742067337036,0.18995419144630432,0.588820219039917,0.34640976786613464,0.6268071532249451,0.30082637071609497,0|90|180|210|270,1.0,3.0625,1.0|1.0|1.0
5,trajectory,prostate3d-100040,100040,easy,True,0.0,2,add_beam_7|increase_hotspot_priority,acceptable,1.3664711713790894,0.977306067943573,1.763956069946289,1.1686384677886963,0.2386501133441925,0.16402703523635864,0.48282548785209656,0.30700182914733887,0.5105007886886597,0.21391375362873077,0|90|180|210|270,1.0,1.75,1.0|1.0|1.0
5,trajectory,prostate3d-100182,100182,easy,True,0.0,3,add_beam_7|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.4179164171218872,0.9811290502548218,1.7334061861038208,1.1559216976165771,0.2172030508518219,0.1258760392665863,0.48457902669906616,0.3166826367378235,0.6052784323692322,0.25448280572891235,0|90|180|210|270,1.0,3.0625,1.0|1.0|1.0
5,trajectory,prostate3d-100232,100232,moderate,True,0.0,2,add_beam_7|increase_hotspot_priority,acceptable,1.2727090120315552,0.985387921333313,1.6182111501693726,1.160984754562378,0.2343549132347107,0.22936564683914185,0.4997057020664215,0.34322965145111084,0.6729468107223511,0.3305169343948364,0|90|180|210|270,1.0,1.75,1.0|1.0|1.0
5,trajectory,prostate3d-100319,100319,hard,False,0.056394607912410286,10,add_beam_7|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,policy_step_limit,0.9460566639900208,0.905596911907196,1.5649203062057495,1.2594243288040161,0.3923816382884979,0.2824491858482361,0.7139748930931091,0.4614962637424469,0.5462132692337036,0.25647011399269104,0|90|180|210|270,1.0,9.37890625,16.4130859375|1.0|1.0
5,trajectory,prostate3d-100326,100326,moderate,True,0.0,4,add_beam_7|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.370671033859253,1.0127778053283691,1.6524441242218018,1.1042531728744507,0.20379334688186646,0.1581393927335739,0.6764498353004456,0.3559199273586273,0.5783149003982544,0.31798848509788513,0|90|180|210|270,1.0,5.359375,1.0|1.0|1.0
5,trajectory,prostate3d-100448,100448,hard,False,0.13740175866825685,10,add_beam_5|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,policy_step_limit,1.0264755487442017,0.7414150238037109,1.5125781297683716,1.1141406297683716,0.536672830581665,0.38253316283226013,0.6211161017417908,0.4442480802536011,0.601457417011261,0.23093266785144806,0|90|150|180|270,1.0,5.359375,25.0|1.0|1.0
5,trajectory,prostate3d-100492,100492,easy,True,0.0,1,add_beam_7,acceptable,1.4286717176437378,1.0115965604782104,1.6949336528778076,1.1972217559814453,0.21316683292388916,0.15077699720859528,0.49470746517181396,0.34605318307876587,0.6345311999320984,0.33243241906166077,0|90|180|210|270,1.0,1.0,1.0|1.0|1.0
5,trajectory,prostate3d-100882,100882,moderate,True,0.0,2,add_beam_7|increase_hotspot_priority,acceptable,1.2026997804641724,0.9843932390213013,1.6366428136825562,1.1522046327590942,0.17811624705791473,0.30170783400535583,0.5090389251708984,0.3575160503387451,0.654839813709259,0.3139725625514984,0|90|180|210|270,1.0,1.75,1.0|1.0|1.0
5,trajectory,prostate3d-100887,100887,easy,True,0.0,3,add_beam_7|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.4240360260009766,1.0091701745986938,1.6578782796859741,1.1659921407699585,0.16292382776737213,0.12226040661334991,0.521284818649292,0.3119829297065735,0.7115569114685059,0.33416417241096497,0|90|180|210|270,1.0,3.0625,1.0|1.0|1.0
5,trajectory,prostate3d-101275,101275,moderate,True,0.0,1,add_beam_7,acceptable,1.166900396347046,0.9671872854232788,1.6302727460861206,1.2178561687469482,0.17759151756763458,0.1702621877193451,0.4266333281993866,0.3279779851436615,0.7092475295066833,0.31804871559143066,0|90|180|210|270,1.0,1.0,1.0|1.0|1.0
5,trajectory,prostate3d-101320,101320,hard,False,0.0811567839454202,10,add_beam_7|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,policy_step_limit,0.8872379064559937,0.7818432450294495,1.5986287593841553,1.2512154579162598,0.42302951216697693,0.3710985779762268,0.6584125757217407,0.4193437099456787,0.5457722544670105,0.32903730869293213,0|90|180|210|270,1.0,5.359375,25.0|1.0|1.0
5,trajectory,prostate3d-101520,101520,hard,True,0.0,4,add_beam_7|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority,acceptable,0.9130343198776245,0.8778550624847412,1.638622760772705,1.248077392578125,0.4729286730289459,0.405457466840744,0.5858418941497803,0.4150906801223755,0.5802120566368103,0.31034886837005615,0|90|180|210|270,1.0,1.0,5.359375|1.0|1.0
5,trajectory,prostate3d-101566,101566,hard,True,0.0,4,add_beam_7|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority,acceptable,1.0149590969085693,0.9148041009902954,1.5820021629333496,1.2412493228912354,0.4634036123752594,0.4138249456882477,0.5878971815109253,0.40689584612846375,0.6737027168273926,0.300368070602417,0|90|180|210|270,1.0,1.0,5.359375|1.0|1.0
5,trajectory,prostate3d-101567,101567,easy,True,0.0,3,add_beam_7|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.343228816986084,0.989971399307251,1.6357473134994507,1.1232669353485107,0.16919031739234924,0.1709563434123993,0.4425257444381714,0.3123759925365448,0.7330600619316101,0.3161594569683075,0|90|180|210|270,1.0,3.0625,1.0|1.0|1.0
5,trajectory,prostate3d-101622,101622,moderate,True,0.0,2,add_beam_7|increase_hotspot_priority,acceptable,1.2997896671295166,0.9483410120010376,1.7186251878738403,1.1756807565689087,0.2354893982410431,0.18045304715633392,0.6337423920631409,0.3884330093860626,0.5131357908248901,0.2953737676143646,0|90|180|210|270,1.0,1.75,1.0|1.0|1.0
5,trajectory,prostate3d-101763,101763,moderate,True,0.0,8,add_beam_7|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority|add_beam_1,acceptable,1.4138277769088745,0.9644740223884583,1.5812745094299316,1.1271893978118896,0.14702315628528595,0.1307942122220993,0.7014867663383484,0.41540077328681946,0.6904618740081787,0.30504927039146423,0|30|90|180|210|270,1.0,25.0,1.0|1.0|1.0
5,trajectory,prostate3d-101788,101788,moderate,True,0.0,4,add_beam_7|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.231977939605713,0.9631143808364868,1.5747418403625488,1.132005214691162,0.2190924733877182,0.28566354513168335,0.5049058794975281,0.36056578159332275,0.7101300954818726,0.315126895904541,0|90|180|210|270,1.0,5.359375,1.0|1.0|1.0
5,trajectory,prostate3d-101921,101921,hard,True,0.0,7,add_beam_7|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.0138510465621948,0.8675228357315063,1.6454335451126099,1.2193082571029663,0.46062299609184265,0.45296040177345276,0.6360934972763062,0.4146474599838257,0.5734307169914246,0.2999284267425537,0|90|180|210|270,1.0,3.0625,9.37890625|1.0|1.0
5,trajectory,prostate3d-102031,102031,easy,True,0.0,3,add_beam_7|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.4034923315048218,0.9894986152648926,1.6544345617294312,1.1504071950912476,0.139252170920372,0.09152862429618835,0.4860616624355316,0.3026040494441986,0.7211931347846985,0.33470579981803894,0|90|180|210|270,1.0,3.0625,1.0|1.0|1.0
5,trajectory,prostate3d-102113,102113,hard,False,0.040057869518504395,10,add_beam_7|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,policy_step_limit,0.9385634660720825,0.8159508109092712,1.5557125806808472,1.1556401252746582,0.4025702178478241,0.30953308939933777,0.6652028560638428,0.3949512541294098,0.6295810341835022,0.3166571855545044,0|90|180|210|270,1.0,9.37890625,16.4130859375|1.0|1.0
5,trajectory,prostate3d-102428,102428,hard,True,0.0,1,add_beam_7,acceptable,1.1389669179916382,0.9512920379638672,1.570064663887024,1.2306774854660034,0.578469455242157,0.45164111256599426,0.5827791690826416,0.4334089159965515,0.5650359988212585,0.3025626242160797,0|90|180|210|270,1.0,1.0,1.0|1.0|1.0
5,trajectory,prostate3d-102905,102905,moderate,True,0.0,4,add_beam_7|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.2594997882843018,0.9751536846160889,1.7095746994018555,1.1901533603668213,0.33377310633659363,0.24052023887634277,0.523898184299469,0.4214409589767456,0.5380299091339111,0.23618043959140778,0|90|180|210|270,1.0,5.359375,1.0|1.0|1.0
5,trajectory,prostate3d-103177,103177,hard,False,0.2787772420255895,10,add_beam_7|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,policy_step_limit,0.871364414691925,0.7641084790229797,1.529619812965393,1.03628408908844,0.45113468170166016,0.37266719341278076,0.7491687536239624,0.47541505098342896,0.6466431021690369,0.37306147813796997,0|90|180|210|270,1.0,5.359375,25.0|1.0|1.0
5,trajectory,prostate3d-103369,103369,easy,True,0.0,1,add_beam_7,acceptable,1.3388748168945312,0.9596635699272156,1.6607309579849243,1.2158427238464355,0.17143426835536957,0.1372617483139038,0.4649279713630676,0.33189553022384644,0.7254993319511414,0.3187520205974579,0|90|180|210|270,1.0,1.0,1.0|1.0|1.0
5,trajectory,prostate3d-103428,103428,easy,True,0.0,1,add_beam_7,acceptable,1.4711138010025024,0.9853443503379822,1.6918973922729492,1.2260396480560303,0.20225274562835693,0.13925038278102875,0.5389876365661621,0.3526415526866913,0.5998525023460388,0.3027578592300415,0|90|180|210|270,1.0,1.0,1.0|1.0|1.0
5,trajectory,prostate3d-103545,103545,moderate,True,0.0,8,add_beam_7|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority|add_beam_1,acceptable,1.191236972808838,0.9957168102264404,1.551665186882019,1.1296896934509277,0.2950056791305542,0.3108796179294586,0.5754593014717102,0.38270965218544006,0.6763074398040771,0.3359437882900238,0|30|90|180|210|270,1.0,25.0,1.0|1.0|1.0
5,trajectory,prostate3d-103574,103574,easy,True,0.0,5,add_beam_7|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.51955246925354,1.0125024318695068,1.6770150661468506,1.198203206062317,0.1605415791273117,0.13916747272014618,0.4680328071117401,0.28354611992836,0.6659871339797974,0.2825387120246887,0|90|180|210|270,1.0,9.37890625,1.0|1.0|1.0
5,trajectory,prostate3d-103710,103710,easy,True,0.0,1,add_beam_7,acceptable,1.3651800155639648,0.979122519493103,1.754799246788025,1.228893756866455,0.14434340596199036,0.10437944531440735,0.5088509917259216,0.3499903678894043,0.6191417574882507,0.30806517601013184,0|90|180|210|270,1.0,1.0,1.0|1.0|1.0
5,trajectory,prostate3d-103819,103819,hard,False,0.11877414759467628,10,add_beam_7|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_hotspot_priority|increase_oar_0_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,policy_step_limit,0.975165069103241,0.7490419745445251,1.5872070789337158,1.0869107246398926,0.5134768486022949,0.3611467182636261,0.5909932255744934,0.3864383399486542,0.5586779117584229,0.15766862034797668,0|90|180|210|270,1.0,9.37890625,16.4130859375|1.0|1.0
5,trajectory,prostate3d-103999,103999,moderate,True,0.0,5,add_beam_7|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.404045820236206,0.9665095210075378,1.6294095516204834,1.1939395666122437,0.38080549240112305,0.2523373067378998,0.5163614153862,0.2963743805885315,0.5995506644248962,0.31652534008026123,0|90|180|210|270,1.0,9.37890625,1.0|1.0|1.0
5,trajectory,prostate3d-104063,104063,easy,True,0.0,1,add_beam_7,acceptable,1.5234776735305786,1.006602168083191,1.7043641805648804,1.1998655796051025,0.086837537586689,0.0828784629702568,0.506074845790863,0.3422602415084839,0.6524584889411926,0.3055416941642761,0|90|180|210|270,1.0,1.0,1.0|1.0|1.0
5,trajectory,prostate3d-104099,104099,moderate,True,0.0,2,add_beam_7|increase_hotspot_priority,acceptable,1.1541780233383179,0.9540366530418396,1.7015191316604614,1.1436997652053833,0.20095722377300262,0.2733333706855774,0.5152652859687805,0.36391445994377136,0.6548455357551575,0.3225783407688141,0|90|180|210|270,1.0,1.75,1.0|1.0|1.0
5,trajectory,prostate3d-104173,104173,easy,True,0.0,3,add_beam_7|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.4709869623184204,0.9731432199478149,1.6198989152908325,1.1733806133270264,0.2343752086162567,0.14116379618644714,0.5197895765304565,0.3342057168483734,0.6655644178390503,0.3076239228248596,0|90|180|210|270,1.0,3.0625,1.0|1.0|1.0
5,trajectory,prostate3d-104245,104245,hard,False,0.2781232665566837,10,add_beam_7|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,policy_step_limit,0.9827525615692139,0.7812366485595703,1.4875261783599854,1.0504580736160278,0.5150769948959351,0.3649088740348816,0.6563054323196411,0.4159626364707947,0.6429944634437561,0.4070565700531006,0|90|180|210|270,1.0,5.359375,25.0|1.0|1.0
5,trajectory,prostate3d-104403,104403,easy,True,0.0,1,add_beam_7,acceptable,1.4692939519882202,1.0250784158706665,1.6859989166259766,1.1800888776779175,0.10362274199724197,0.06720104068517685,0.4674091637134552,0.32088929414749146,0.6812626719474792,0.31582871079444885,0|90|180|210|270,1.0,1.0,1.0|1.0|1.0
5,trajectory,prostate3d-104720,104720,easy,True,0.0,1,add_beam_7,acceptable,1.5208957195281982,0.970287561416626,1.6717305183410645,1.1248494386672974,0.15625710785388947,0.10358339548110962,0.548902690410614,0.352165549993515,0.685214102268219,0.32251879572868347,0|90|180|210|270,1.0,1.0,1.0|1.0|1.0
5,trajectory,prostate3d-104767,104767,easy,True,0.0,3,add_beam_7|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.4217644929885864,0.9872888922691345,1.7116279602050781,1.1976029872894287,0.23729436099529266,0.15011270344257355,0.48496073484420776,0.310335636138916,0.5902089476585388,0.24281077086925507,0|90|180|210|270,1.0,3.0625,1.0|1.0|1.0
5,trajectory,prostate3d-105237,105237,moderate,True,0.0,4,add_beam_7|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.2829530239105225,1.011548399925232,1.671390175819397,1.147215723991394,0.21834835410118103,0.25395479798316956,0.5607671141624451,0.3339281380176544,0.6371402144432068,0.33021777868270874,0|90|180|210|270,1.0,5.359375,1.0|1.0|1.0
5,trajectory,prostate3d-105609,105609,easy,True,0.0,4,add_beam_7|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.4054232835769653,0.9435522556304932,1.6649545431137085,1.2171380519866943,0.21431028842926025,0.12760832905769348,0.4622619152069092,0.30823230743408203,0.6950119733810425,0.30360427498817444,0|90|180|210|270,1.0,5.359375,1.0|1.0|1.0
5,trajectory,prostate3d-105963,105963,moderate,True,0.0,2,add_beam_7|increase_hotspot_priority,acceptable,1.375252366065979,0.9819735884666443,1.6557936668395996,1.096823811531067,0.30145031213760376,0.23006325960159302,0.5153002738952637,0.3627987205982208,0.6826643943786621,0.3213031589984894,0|90|180|210|270,1.0,1.75,1.0|1.0|1.0
5,trajectory,prostate3d-106211,106211,moderate,True,0.0,2,add_beam_7|increase_hotspot_priority,acceptable,1.3610671758651733,0.9995400905609131,1.712242603302002,1.1831588745117188,0.3153976798057556,0.2462715357542038,0.5058201551437378,0.3302699029445648,0.5631405115127563,0.3189399838447571,0|90|180|210|270,1.0,1.75,1.0|1.0|1.0
5,trajectory,prostate3d-106643,106643,easy,True,0.0,3,add_beam_7|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.4034979343414307,1.0176377296447754,1.6737356185913086,1.2027862071990967,0.19766908884048462,0.13716837763786316,0.4430249035358429,0.31915712356567383,0.6276422739028931,0.2907916307449341,0|90|180|210|270,1.0,3.0625,1.0|1.0|1.0
5,trajectory,prostate3d-106762,106762,easy,True,0.0,3,add_beam_7|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.4668482542037964,0.953892707824707,1.6224342584609985,1.124729871749878,0.1608189344406128,0.16457387804985046,0.49256467819213867,0.3340250849723816,0.7096000909805298,0.3065410554409027,0|90|180|210|270,1.0,3.0625,1.0|1.0|1.0
5,trajectory,prostate3d-106905,106905,easy,True,0.0,2,add_beam_7|increase_hotspot_priority,acceptable,1.4084564447402954,0.9967224597930908,1.6723196506500244,1.2052572965621948,0.21833345293998718,0.145597904920578,0.5657885670661926,0.34124717116355896,0.6327524185180664,0.3034025728702545,0|90|180|210|270,1.0,1.75,1.0|1.0|1.0
5,trajectory,prostate3d-106955,106955,moderate,True,0.0,2,add_beam_7|increase_hotspot_priority,acceptable,1.30621337890625,0.9925916194915771,1.7082359790802002,1.1780709028244019,0.3442758321762085,0.2829134166240692,0.4732590913772583,0.33032774925231934,0.483376681804657,0.28864189982414246,0|90|180|210|270,1.0,1.75,1.0|1.0|1.0
5,trajectory,prostate3d-107023,107023,moderate,True,0.0,2,add_beam_7|increase_hotspot_priority,acceptable,1.3436400890350342,0.9741765260696411,1.6581172943115234,1.2319884300231934,0.18912985920906067,0.16809868812561035,0.510606586933136,0.3505859971046448,0.6353127360343933,0.3027212917804718,0|90|180|210|270,1.0,1.75,1.0|1.0|1.0
5,trajectory,prostate3d-107125,107125,easy,True,0.0,4,add_beam_7|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.4964087009429932,1.008257269859314,1.7043453454971313,1.14453125,0.0770578533411026,0.10318324714899063,0.4916278123855591,0.2974265515804291,0.7024260759353638,0.30069202184677124,0|90|180|210|270,1.0,5.359375,1.0|1.0|1.0
5,trajectory,prostate3d-107427,107427,easy,True,0.0,1,add_beam_7,acceptable,1.3244993686676025,0.9586667418479919,1.6668223142623901,1.2124345302581787,0.24012862145900726,0.18629784882068634,0.45962369441986084,0.3173149526119232,0.6593930721282959,0.2987627387046814,0|90|180|210|270,1.0,1.0,1.0|1.0|1.0
5,trajectory,prostate3d-107511,107511,moderate,True,0.0,4,add_beam_7|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.337777018547058,0.9823545217514038,1.7133572101593018,1.1733430624008179,0.3097437918186188,0.23495520651340485,0.5719068646430969,0.3760501444339752,0.5545722246170044,0.3213783800601959,0|90|180|210|270,1.0,5.359375,1.0|1.0|1.0
5,trajectory,prostate3d-107906,107906,moderate,True,0.0,3,add_beam_7|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.3813990354537964,0.9714316725730896,1.640973448753357,1.120829463005066,0.2606475055217743,0.18546926975250244,0.49839162826538086,0.34181004762649536,0.661674976348877,0.31444886326789856,0|90|180|210|270,1.0,3.0625,1.0|1.0|1.0
5,trajectory,prostate3d-108040,108040,moderate,True,0.0,4,add_beam_7|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.2491246461868286,0.9799544811248779,1.5991321802139282,1.1557896137237549,0.3261222243309021,0.2328886091709137,0.5594726204872131,0.37022092938423157,0.6849507093429565,0.2637921869754791,0|90|180|210|270,1.0,5.359375,1.0|1.0|1.0
5,trajectory,prostate3d-108121,108121,easy,True,0.0,2,add_beam_7|increase_hotspot_priority,acceptable,1.375916600227356,1.0022581815719604,1.6960526704788208,1.216438889503479,0.2629142105579376,0.18699701130390167,0.495799720287323,0.34235140681266785,0.6210229992866516,0.3041846752166748,0|90|180|210|270,1.0,1.75,1.0|1.0|1.0
5,trajectory,prostate3d-108267,108267,easy,True,0.0,1,add_beam_7,acceptable,1.357412338256836,0.9568637609481812,1.7294690608978271,1.2024482488632202,0.2268117368221283,0.15149958431720734,0.4705474376678467,0.3357805609703064,0.6581134796142578,0.32071319222450256,0|90|180|210|270,1.0,1.0,1.0|1.0|1.0
5,trajectory,prostate3d-108268,108268,hard,False,0.050564765930175753,10,add_beam_7|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,policy_step_limit,0.8803413510322571,0.8070199489593506,1.6391699314117432,1.1818586587905884,0.474276065826416,0.4311038553714752,0.652890145778656,0.4247152507305145,0.5263217091560364,0.3340682089328766,0|90|180|210|270,1.0,9.37890625,16.4130859375|1.0|1.0
5,trajectory,prostate3d-108443,108443,hard,False,0.38240714681977256,10,add_beam_7|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,policy_step_limit,0.9078863859176636,0.8323679566383362,1.5487905740737915,1.21458899974823,0.42024877667427063,0.30881384015083313,0.7222044467926025,0.4843514859676361,0.6000688672065735,0.4286940097808838,0|90|180|210|270,1.0,5.359375,25.0|1.0|1.0
5,trajectory,prostate3d-108746,108746,moderate,True,0.0,3,add_beam_7|increase_hotspot_priority|increase_hotspot_priority,acceptable,1.2914122343063354,0.9557418823242188,1.6494523286819458,1.2105982303619385,0.24733750522136688,0.24167878925800323,0.5006847381591797,0.36244505643844604,0.5928937196731567,0.23330584168434143,0|90|180|210|270,1.0,3.0625,1.0|1.0|1.0
5,trajectory,prostate3d-108813,108813,hard,False,0.034816377303179546,10,add_beam_7|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority|increase_hotspot_priority,policy_step_limit,1.0147972106933594,0.8204060792922974,1.60005521774292,1.1174077987670898,0.4904938042163849,0.44153088331222534,0.5231694579124451,0.4242495894432068,0.6174651980400085,0.22096014022827148,0|90|180|210|270,1.0,9.37890625,16.4130859375|1.0|1.0
5,trajectory,prostate3d-108940,108940,moderate,True,0.0,1,add_beam_7,acceptable,1.3770698308944702,0.9758529663085938,1.6741076707839966,1.2143419981002808,0.26882460713386536,0.18608199059963226,0.6073737740516663,0.40975311398506165,0.6544647812843323,0.3196355998516083,0|90|180|210|270,1.0,1.0,1.0|1.0|1.0
5,trajectory,prostate3d-108948,108948,hard,True,0.0,4,add_beam_5|increase_oar_0_priority|increase_oar_0_priority|increase_oar_0_priority,acceptable,1.1415057182312012,0.9089050889015198,1.541676640510559,1.2347795963287354,0.5264319181442261,0.3532048761844635,0.5979017615318298,0.39619913697242737,0.6273865699768066,0.32206687331199646,0|90|150|180|270,1.0,1.0,5.359375|1.0|1.0
