condition,seed,update,mean_reward,acceptable_rate,mean_violation,mean_actions,terminal_loss,policy_loss,action_loss,diagnostic_action_cross_entropy,diagnostic_action_accuracy
endpoint,0,14,0.07586311548948288,0.25,0.07413687816467046,10.0,0.21979749202728271,-0.49081897735595703,0.0,4.112650394439697,0.0
endpoint,0,15,0.326055109500885,0.5,0.10644490021773112,6.75,0.22156935930252075,-5.972412109375,0.0,4.165695667266846,0.002229654463008046
endpoint,0,16,0.10272087156772614,0.25,0.04727911949157715,10.0,0.22097796201705933,-1.1303441524505615,0.0,4.247411251068115,0.003344481810927391
endpoint,0,17,0.9750000238418579,1.0,0.0,2.5,0.21835191547870636,-0.021325912326574326,0.0,4.327612400054932,0.008918617852032185
endpoint,0,18,0.7004619240760803,0.75,0.009538097306529103,4.0,0.21618126332759857,-3.7434840202331543,0.0,4.394733905792236,0.010033445432782173
endpoint,0,19,-0.01204662024974823,0.25,0.16454662827797076,9.75,0.216290682554245,0.4803464412689209,0.0,4.432295799255371,0.007803790736943483
endpoint,0,20,-0.0018913447856903076,0.25,0.16189134878452452,9.0,0.21776168048381805,-2.939589738845825,0.0,4.48657751083374,0.003344481810927391
endpoint,0,21,0.3398115634918213,0.5,0.07018840544367094,9.0,0.21863025426864624,-0.5534780025482178,0.0,4.51677942276001,0.001114827231504023
endpoint,0,22,0.6132670044898987,0.75,0.08423301527546123,5.25,0.21884338557720184,-4.624268531799316,0.0,4.547820091247559,0.0
endpoint,0,23,0.07754384726285934,0.25,0.08245614968690024,9.0,0.21888403594493866,-2.0654213428497314,0.0,4.573996543884277,0.0
endpoint,0,24,0.6506290435791016,0.75,0.0468709135215536,5.25,0.21829672157764435,-4.406858444213867,0.0,4.630335807800293,0.0
endpoint,0,25,0.38753587007522583,0.5,0.054964154244069606,5.75,0.21794967353343964,-5.285741806030273,0.0,4.657042026519775,0.0
endpoint,0,26,0.5874953269958496,0.75,0.0975047040124187,6.5,0.21749551594257355,-3.2585835456848145,0.0,4.679905414581299,0.0
endpoint,0,27,0.693671703338623,0.75,0.0038283260544708653,5.25,0.2167513519525528,-3.419332981109619,0.0,4.698951244354248,0.0
endpoint,0,28,0.5744322538375854,0.75,0.1280677962797301,4.75,0.21569788455963135,-5.19354248046875,0.0,4.71278190612793,0.0
endpoint,0,29,0.2670166492462158,0.5,0.15548336934159518,7.75,0.21427759528160095,-4.30039644241333,0.0,4.723740577697754,0.0
endpoint,0,30,0.42479023337364197,0.5,0.007709786427115584,6.75,0.21396151185035706,-3.9354915618896484,0.0,4.753906726837158,0.0
