environment_version,seed,valid,case_id,difficulty,actions,stopping_reason,acceptable,initial_objective,final_objective,objective_reduction_fraction,target_d95,target_d02,worst_oar_mean_ratio
0.5,10000,True,synthetic-010000,moderate,21,converged,False,48.9,0.22523757215165496,0.9953939146799252,0.8560130198976744,1.1589695143375363,1.0244069773204187
0.5,10001,True,synthetic-010001,easy,16,converged,False,48.9,0.15660228703387663,0.996797499242661,0.8584758278150671,1.1258289105181487,1.0120323754902805
0.5,10002,True,synthetic-010002,easy,16,acceptable,True,48.9,0.2652882693062011,0.994574882018278,0.8505123435829622,1.165325489496223,0.9958556426946266
0.5,10003,True,synthetic-010003,easy,52,converged,False,48.9,0.3415196429583193,0.9930159582217113,0.8149614844004338,1.2301845832372023,1.078159422860356
0.5,10004,True,synthetic-010004,moderate,18,converged,False,48.9,0.17213079668410827,0.9964799428080959,0.8433008965257368,1.2578482161856326,1.0247571329288436
0.5,10005,True,synthetic-010005,moderate,41,converged,False,48.9,0.40473825354815546,0.9917231440992198,0.803447552383428,1.2523786094444829,1.061543691529184
0.5,10006,True,synthetic-010006,moderate,14,converged,False,48.9,0.2834191486823857,0.9942041073889083,0.8455122464822052,1.2517895907259564,1.0217524277778924
0.5,10007,True,synthetic-010007,moderate,45,converged,False,48.9,0.6468332019240771,0.9867723271590169,0.7997323362891732,1.295753481164826,1.0948473314317468
0.5,10008,True,synthetic-010008,moderate,14,converged,False,48.9,0.24022394599445634,0.995087444867189,0.8431874023526722,1.1688520936579891,1.0306496102856388
0.5,10009,True,synthetic-010009,moderate,24,converged,False,48.9,0.3420771554711244,0.9930045571478298,0.8267097649043285,1.1256446877606172,1.0700632867970716
0.5,10010,True,synthetic-010010,moderate,70,step_limit,False,48.9,0.7500858225240002,0.9846608216252761,0.7830965817884998,1.3108425952578333,1.0413544437583029
0.5,10011,True,synthetic-010011,moderate,10,converged,False,48.9,0.7301319266049129,0.9850688767565458,0.7889200610769386,1.1619580704404628,1.1172475520768663
0.5,10012,True,synthetic-010012,moderate,55,converged,False,48.9,0.32540833133589503,0.9933454328970165,0.8255144567844701,1.1907636590523207,1.0641804365887664
0.5,10013,True,synthetic-010013,easy,8,acceptable,True,48.9,0.1966055553123333,0.9959794364966803,0.9240668810560159,1.1670168648204453,0.98023930126328
0.5,10014,True,synthetic-010014,moderate,17,converged,False,48.9,0.41003412378355364,0.9916148440944058,0.8031324409083895,1.2468945897485832,1.0650258986230203
0.5,10015,True,synthetic-010015,moderate,7,acceptable,True,48.9,0.19274766678258717,0.9960583299226465,0.8896803841007878,1.1991211713937873,0.9279184869432565
0.5,10016,True,synthetic-010016,moderate,17,converged,False,48.9,0.3077237929735616,0.9937070798982912,0.8343894583527243,1.1876033481412516,1.0094690119593015
0.5,10017,True,synthetic-010017,moderate,9,acceptable,True,48.9,0.15880677855523112,0.9967524176164574,0.8520382470965067,1.2193499535117882,0.9568814656992808
0.5,10018,True,synthetic-010018,moderate,38,converged,False,48.9,0.16507796964952487,0.9966241723998053,0.848270773873893,1.1717149811473313,0.9405377998184088
0.5,10019,True,synthetic-010019,easy,15,acceptable,True,48.9,0.12292571176262289,0.9974861817635455,0.860225815300245,1.0822306850915446,0.9888505747904343
0.5,10020,True,synthetic-010020,easy,70,step_limit,False,48.9,0.22792126950418626,0.9953390333434726,0.8477975463496955,1.252846732490985,1.0296820177685846
0.5,10021,True,synthetic-010021,moderate,17,converged,False,48.9,0.7959568619551827,0.9837227635591987,0.7922215961885557,1.271535096060712,1.1624796578592067
0.5,10022,True,synthetic-010022,moderate,8,acceptable,True,48.9,0.18868102020698493,0.996141492429305,0.8547471978748746,1.236800066551202,0.9838075546642505
0.5,10023,True,synthetic-010023,moderate,12,acceptable,True,48.9,0.13947251032664282,0.9971478014248131,0.8607613515779141,1.2233406892239076,0.7707838460658875
0.5,10024,True,synthetic-010024,easy,9,acceptable,True,48.9,0.1571369451293667,0.9967865655392768,0.8658198483691227,1.241099542205417,0.9691032038969698
0.5,10025,True,synthetic-010025,easy,51,converged,False,48.9,1.1244332671092152,0.9770054546603432,0.758562772853247,1.3049915497195221,1.120436201010385
0.5,10026,True,synthetic-010026,moderate,59,converged,False,48.9,0.1747337544831751,0.9964267125872561,0.8465990893375488,1.2648447883709695,0.9076695567939085
0.5,10027,True,synthetic-010027,easy,18,converged,False,48.9,0.2540807598534873,0.994804074440624,0.8471391158359085,1.2751357121974822,0.9256091686685252
0.5,10028,True,synthetic-010028,moderate,8,acceptable,True,48.9,0.17868570002848064,0.996345895704939,0.8583855101676164,1.21141384373062,0.8850352639562619
0.5,10029,True,synthetic-010029,moderate,42,converged,False,48.9,0.40670477845789055,0.9916829288658917,0.8064794694056853,1.2661344918365232,1.0994661201057183
