environment_version,seed,valid,case_id,difficulty,actions,stopping_reason,acceptable,initial_objective,final_objective,objective_reduction_fraction,target_d95,target_d02,worst_oar_mean_ratio
0.2,10000,True,synthetic-010000,moderate,7,acceptable,True,50.0,0.26034940115427585,0.9947930119769144,0.8838791674037032,1.146997503066768,0.8269359620972477
0.2,10001,True,synthetic-010001,easy,13,acceptable,True,50.0,0.17814529953894684,0.9964370940092211,0.8897831523327379,1.1662494510391426,0.9676647183624605
0.2,10002,True,synthetic-010002,easy,13,converged,False,50.0,0.33522281588527925,0.9932955436822943,0.8963008455661635,1.1588873323643918,1.1380102871030784
0.2,10003,True,synthetic-010003,easy,64,converged,False,50.0,0.4038722794592157,0.9919225544108157,0.8326239766906941,1.1948477065130096,1.2059815721756986
0.2,10004,True,synthetic-010004,moderate,70,step_limit,False,50.0,0.19458407110072018,0.9961083185779855,0.8969084646199011,1.2045734587947212,1.023837490519049
0.2,10005,True,synthetic-010005,moderate,22,acceptable,True,50.0,0.31245215805028737,0.9937509568389943,0.8548214801615982,1.247547269075127,0.8791448206039308
0.2,10006,True,synthetic-010006,moderate,70,step_limit,False,50.0,0.37716272772042375,0.9924567454455915,0.8723841099182125,1.2801581831321034,1.0560395926004555
0.2,10007,True,synthetic-010007,moderate,66,converged,False,50.0,0.5465774480754967,0.9890684510384901,0.832686943691233,1.3302924667593732,1.1874788014023474
0.2,10008,True,synthetic-010008,moderate,28,converged,False,50.0,0.3235443196902093,0.9935291136061959,0.8879466978117972,1.1677970113527254,1.1162456746072336
0.2,10009,True,synthetic-010009,moderate,31,converged,False,50.0,0.3489803541491983,0.993020392917016,0.8856041619715705,1.1199293913572832,1.1564300736112976
0.2,10010,True,synthetic-010010,moderate,70,step_limit,False,50.0,0.5341727075377724,0.9893165458492446,0.8289044755964472,1.2618405683169664,1.1528415225580604
0.2,10011,True,synthetic-010011,moderate,34,converged,False,50.0,0.5600650231942575,0.9887986995361149,0.8517315874348785,1.1973374256484963,1.2155411464370551
0.2,10012,True,synthetic-010012,moderate,29,converged,False,50.0,0.30880171866593814,0.9938239656266812,0.8893699398587258,1.224395333531254,1.0982160538985384
0.2,10013,True,synthetic-010013,easy,20,acceptable,True,50.0,0.23573690509724862,0.995285261898055,0.8914220575491322,1.1499149629970027,0.9731143558813606
0.2,10014,True,synthetic-010014,moderate,55,converged,False,50.0,0.35036447260646864,0.9929927105478705,0.8555064554250934,1.2813396925634717,1.00664329090109
0.2,10015,True,synthetic-010015,moderate,33,converged,False,50.0,0.21823613559131816,0.9956352772881736,0.9136504656169631,1.1274597588655442,1.124845752866824
0.2,10016,True,synthetic-010016,moderate,42,converged,False,50.0,0.3479573299595312,0.9930408534008093,0.9019033364120481,1.157082442721261,1.0694887744526633
0.2,10017,True,synthetic-010017,moderate,12,acceptable,True,50.0,0.2574544351371935,0.9948509112972562,0.8606085103104533,1.2325094106700691,0.7652595462366765
0.2,10018,True,synthetic-010018,moderate,9,acceptable,True,50.0,0.2985707037516523,0.994028585924967,0.8832613182445372,1.2133488108826567,0.9950886701167546
0.2,10019,True,synthetic-010019,easy,16,acceptable,True,50.0,0.21837859656562053,0.9956324280686876,0.8969281357091612,1.0815349914430124,0.9840874238666724
0.2,10020,True,synthetic-010020,easy,28,acceptable,True,50.0,0.27704179617385405,0.9944591640765229,0.8691797674877789,1.2078141640618827,0.9780771386871299
0.2,10021,True,synthetic-010021,moderate,70,step_limit,False,50.0,0.45813862683097295,0.9908372274633805,0.8381811303793517,1.2540216589948887,1.1687876059501816
0.2,10022,True,synthetic-010022,moderate,13,acceptable,True,50.0,0.33902262054599364,0.99321954758908,0.8826703735821065,1.1557438231304846,0.9786269251793743
0.2,10023,True,synthetic-010023,moderate,13,acceptable,True,50.0,0.2162547444644823,0.9956749051107103,0.8508717920624923,1.234207093440855,0.8488818048040555
0.2,10024,True,synthetic-010024,easy,48,converged,False,50.0,0.20532186361708532,0.9958935627276583,0.8924190591131562,1.2683896388177072,0.8266061161280902
0.2,10025,True,synthetic-010025,easy,52,converged,False,50.0,0.4753528128875374,0.9904929437422493,0.8551679703386397,1.2763962558491624,1.1939700382766671
0.2,10026,True,synthetic-010026,moderate,59,converged,False,50.0,0.2733335042409349,0.9945333299151813,0.8883331677486841,1.2543243401421298,1.0626408833120449
0.2,10027,True,synthetic-010027,easy,62,converged,False,50.0,0.3119026746088304,0.9937619465078233,0.883900992220573,1.2819317125822896,0.9697145501512489
0.2,10028,True,synthetic-010028,moderate,52,converged,False,50.0,0.26532109814869376,0.9946935780370261,0.8828622569596135,1.2520241221056219,1.0539749294960667
0.2,10029,True,synthetic-010029,moderate,70,step_limit,False,50.0,0.31016449197288753,0.9937967101605423,0.8711392598079429,1.2585735386101424,1.1222817959206897
